longitude,latitude,name
-106.62900, 35.84900, "SPENCE HOT SPRINGS                   100"
-107.12900, 34.69800, "SPRING                                71"
-108.23500, 33.23300, "SPRING (HOT)                         149"
-108.20900, 33.16200, "SPRING (HOT)                         111"
-107.09100, 34.84700, "SPRING (SALT)                         76"
-107.08500, 34.76900, "SPRING (SALT)                         78"
-107.09100, 34.80800, "SPRING (SALT)                         86"
-108.25000, 33.27400, "SPRING MFG FOUR                       93"
-108.26200, 33.28500, "SPRING MFG ONE                        88"
-108.28200, 33.29300, "SPRING MFG TWO  SPRING MFG THREE      99"
-106.05900, 36.36800, "STATUE SPRING                         83"
-106.61500, 35.90800, "SULPHUR SPRINGS                      189"
-108.32400, 33.30600, "THE MEADOWS WARM SPRING               91"
-107.25400, 33.13500, "TRUTH OR CONSEQUENCES                113"
-108.48300, 33.10800, "TURKEY CREEK HOT SPRING              165"
-107.56300, 33.27900, "WARM SPRINGS                          87"
-106.88800, 35.64600, "WARM SPRINGS                         129"
-107.58000, 32.95300, "null                                  94"
-109.03500, 32.89900, "null                                  69"
-107.81100, 32.69300, "null                                  72"
-108.63100, 32.97500, "null                                  77"
-105.71300, 36.52800, "null                                 106"
-106.47100, 35.30800, "null                                  68"
-108.31900, 34.15800, "null                                  72"
-107.09500, 34.32600, "null                                  72"
-107.09100, 34.79100, "null                                  80"
-107.38800, 34.81500, "null                                  68"
-107.09200, 34.88300, "null                                  73"
-107.14300, 34.91600, "null                                  68"
-106.88300, 34.26400, "null                                  70"
-108.22800, 33.21200, "null                                 149"
-108.23300, 33.25800, "null                                  94"
-106.97100, 33.81300, "null                                  70"
-118.85600, 39.56500, "(SODA LAKE AREA)                     210"
-115.86700, 38.36500, "ABEL SPRING                          115"
-117.33700, 37.82500, "ALKALI HOT SPRING                    140"
-119.50900, 39.94400, "ANAHO ISLAND SPRING                  120"
-115.42500, 36.94200, "ASH CREEK SPRING                      72"
-115.19200, 37.46300, "ASH SPRINGS                           97"
-116.41100, 36.42600, "ASH TREE SPRING                       75"
-118.70900, 41.92100, "BALTAZOR HOT SPRING                  181"
-116.36000, 39.55800, "BARTINE HOT SPRINGS                  108"
-116.74400, 36.91800, "BEATTY MUNICIPAL SPRING               88"
-114.52800, 37.78300, "BENNETT SPRINGS                       70"
-116.58800, 40.56700, "BEOWAWE HOT SPRINGS (THE GEYSERS)    208"
-116.27400, 36.37500, "BIG (ASH MEADOWS) SPRING              83"
-117.04900, 38.95400, "BIG BLUE (A) SPRING                   90"
-115.63500, 39.07200, "BIG BLUE SPRING                        W"
-115.70000, 38.95000, "BIG WARM SPRING                       93"
-119.00700, 40.97200, "BLACK ROCK HOT SPRING                136"
-115.52800, 38.56300, "BLUE EAGLE SPRINGS                    84"
-114.43300, 36.38900, "BLUE POINT SPRING                     82"
-118.80500, 41.92500, "BOG HOT SPRINGS                      131"
-119.37900, 40.26200, "BOILING SPRINGS                      187"
-116.27100, 36.36300, "BOLE SPRING                           72"
-118.57800, 39.34200, "BORAX SPRING                         180"
-119.84000, 39.28600, "BOWERS MANSION HOT SPRING            133"
-119.01100, 39.78700, "BRADYS HOT SPRINGS                   209"
-117.30600, 40.82900, "BROOKS SPRING                         93"
-115.88800, 36.03300, "BROWNS SPRING                         75"
-116.06800, 40.22000, "BRUFFEYS HOT SPRINGS                 149"
-117.41500, 40.41800, "BUFFALO SPRINGS                      162"
-117.32700, 40.36800, "BUFFALO VALLEY HOT SPRINGS           174"
-116.72300, 36.96800, "BURRELL HOT SPRING                   102"
-119.11300, 40.77000, "BUTTE SPRINGS (TREGO HOT SPRINGS)    187"
-115.01100, 38.44000, "BUTTERFIELD SPRINGS                   75"
-116.30300, 36.42800, "BUTTON SPRINGS                        93"
-119.27500, 41.02200, "CAINE SPRING                          73"
-114.51000, 37.62100, "CALIENTE HOT SPRINGS                 118"
-114.91500, 39.54700, "CAMPBELL RANCH SPRINGS                76"
-118.93700, 41.25800, "CANE SPRINGS                          74"
-116.04900, 40.29000, "CARLOTTI RANCH SPRINGS               102"
-119.75200, 39.19300, "CARSON HOT SPRINGS                   120"
-116.27400, 37.75100, "CEDAR SPRING                          77"
-117.04200, 38.99200, "CHARNOCK (BIG BLUE) SPRINGS           80"
-114.89300, 39.88300, "CHERRY CREEK HOT SPRINGS             144"
-116.79000, 40.18700, "CHILLIS HOT SPRING                   102"
-115.79200, 38.46400, "CHIMNEY WARM SPRING                  160"
-114.64700, 40.08700, "COLLAR AND ELBOW SPRING               93"
-115.86600, 38.38800, "COYOTE HOLE SPRING                   113"
-119.17200, 40.76300, "COYOTE SPRING                         72"
-116.50700, 40.41700, "CRESCENT VALLEY HOT SPRINGS          138"
-116.51700, 40.40400, "CRESCENT VALLEY HOT SPRINGS          138"
-116.32200, 36.42100, "CRYSTAL POOL                          91"
-115.23300, 37.53200, "CRYSTAL SPRINGS                       90"
-117.18300, 38.82200, "DARROUGHS HOT SPRINGS                203"
-116.31300, 36.40800, "DAVIS RANCH SPRING                    70"
-116.30200, 36.40200, "DAVIS RANCH SPRINGS                   81"
-114.32100, 37.86000, "DELMUES SPRINGS                       70"
-116.29100, 36.42500, "DEVILS HOLE                           92"
-116.66600, 39.03100, "DIANAS PUNCH BOWL                    138"
-119.73800, 39.42000, "DIMONTE SPRING                       127"
-118.01700, 39.86600, "DIXIE COMSTOCK MINE                    H"
-118.06700, 39.79700, "DIXIE HOT SPRINGS                    162"
-119.74300, 39.44200, "DOUBLE DIAMOND SPRING                 84"
-119.02800, 41.05100, "DOUBLE HOT SPRINGS                   178"
-118.68900, 38.96500, "DOUBLE SPRING                          W"
-119.65000, 38.79600, "DOUD SPRINGS                          70"
-118.56400, 41.56700, "DYKE HOT SPRINGS                     158"
-119.03900, 39.73300, "EAGLE SALT WORKS SPRING                H"
-115.77800, 40.81300, "ELKO HOT SPRING                      190"
-116.15300, 40.68400, "ELLISON RANCH WARM SPRING              W"
-115.04700, 38.62200, "EMIGRANT SPRINGS                      70"
-116.34200, 36.49100, "FAIRBANKS SPRING  SODA SPRING         81"
-118.03900, 37.99700, "FISH SPRING                           75"
-116.39700, 38.81000, "FISH SPRINGS                           W"
-119.88400, 40.10300, "FISH SPRINGS                          73"
-118.27900, 41.76300, "FIVEMILE SPRING                       81"
-115.02200, 38.42300, "FLAG SPRINGS                          75"
-114.22700, 37.89600, "FLATNOSE RANCH SPRING                 77"
-119.32800, 40.85700, "FLY RANCH (WARDS) HOT SPRINGS        180"
-116.03500, 40.07900, "FLYNN RANCH SPRINGS                   78"
-117.91700, 39.95400, "FUMAROLES                            204"
-114.18700, 41.36900, "GAMBLE SPRING                         69"
-114.11700, 41.88400, "GAMBLES HOLE                         104"
-117.99300, 37.97900, "GAP SPRING                            73"
-114.62800, 38.67100, "GEYSER RANCH SPRINGS                  70"
-114.63300, 38.65400, "GEYSER RANCH SPRINGS                  70"
-114.63200, 38.64500, "GEYSER RANCH SPRINGS                  70"
-115.61200, 39.81400, "GIOCOECHA WARM SPRINGS                76"
-117.49400, 40.96100, "GOLCONDA HOT SPRING (NORTH)          165"
-117.48800, 40.95400, "GOLCONDA HOT SPRING (SOUTH)          151"
-119.36500, 40.66200, "GREAT BOILING SPRING (GERLACH)       208"
-114.27200, 38.29200, "HAMMOND RANCH SPRING                  84"
-116.72100, 36.97500, "HICKS HOT SPRINGS                    109"
-115.21500, 37.59800, "HIKO SPRING                           90"
-119.81500, 39.05900, "HOBO HOT SPRINGS                     114"
-117.49600, 40.17800, "HOME STATION RANCH HOT SPRING        135"
-116.46300, 40.60300, "HORSESHOE RANCH SPRINGS              136"
-116.36500, 38.52100, "HOT CREEK RANCH HOT SPRING           180"
-115.15300, 38.38300, "HOT CREEK RANCH SPRING                90"
-115.18100, 41.57600, "HOT CREEK SPRINGS                    151"
-116.27700, 38.43700, "HOT CREEK VALLEY SPRING              142"
-115.77700, 40.81900, "HOT HOLE                             133"
-116.73300, 41.14800, "HOT LAKE                               H"
-117.10800, 40.92200, "HOT POT (BLOSSOM HOT SPRINGS)        136"
-119.40200, 40.38900, "HOT SEEPS (SAN EMIDIO DESERT)        203"
-114.74300, 35.96400, "HOT SPRING                            82"
-115.27800, 41.17500, "HOT SPRING                             H"
-115.28700, 41.19000, "HOT SPRING                            97"
-114.99400, 41.14500, "HOT SPRING                             H"
-114.37600, 41.98000, "HOT SPRING                            86"
-116.43300, 40.31600, "HOT SPRING                           186"
-116.66300, 39.04100, "HOT SPRING                           124"
-119.17500, 38.85900, "HOT SPRING                             H"
-114.73100, 35.94400, "HOT SPRING                            78"
-114.74800, 35.98200, "HOT SPRINGS                           86"
-116.68100, 39.94100, "HOT SPRINGS                          180"
-117.49200, 40.76100, "HOT SPRINGS                          185"
-117.10700, 40.19100, "HOT SPRINGS                          127"
-117.57800, 41.10800, "HOT SPRINGS                          158"
-115.30500, 41.26100, "HOT SPRINGS                          126"
-114.99100, 41.18300, "HOT SPRINGS                          142"
-117.10300, 40.19800, "HOT SPRINGS                          127"
-116.05800, 40.32500, "HOT SPRINGS                           79"
-116.83800, 40.67300, "HOT SPRINGS                          122"
-117.55200, 39.30800, "HOT SPRINGS                          115"
-117.54900, 39.31600, "HOT SPRINGS                          198"
-116.13300, 40.69900, "HOT SPRINGS (CARLIN)                 174"
-117.10200, 40.18300, "HOT SPRINGS RANCH                    129"
-117.10000, 41.05000, "HOT SPRINGS RANCH SPRINGS             79"
-116.04000, 40.76500, "HOT SULPHUR SPRINGS                  147"
-116.15000, 41.46800, "HOT SULPHUR SPRINGS (TUSCARORA)      194"
-118.50500, 41.72100, "HOWARD HOT SPRING                    135"
-119.72200, 39.45700, "HUFFAKER SPRINGS                      81"
-117.71800, 40.00300, "HYDER HOT SPRINGS                    176"
-115.67100, 36.56500, "INDIAN SPRINGS                        78"
-117.30300, 38.45800, "INDIAN SPRINGS                         W"
-116.89500, 40.92900, "IZZENHOOD RANCH SPRINGS               88"
-116.27800, 36.39000, "JACK RABBIT SPRING                    82"
-114.51500, 40.96700, "JOHNSON RANCH SPRINGS                 72"
-115.53100, 38.55400, "KATE SPRING                           73"
-116.34700, 39.40400, "KLOBE (BARTHOLOMAE) HOT SPRING       156"
-117.88300, 40.40800, "KYLE HOT SPRINGS                     171"
-115.14100, 36.20500, "KYLE SPRING                           75"
-114.86600, 39.28300, "LACKAWANNA HOT SPRINGS                95"
-115.19100, 36.17300, "LAS VEGAS SPRINGS                     79"
-119.90700, 39.51200, "LAWTON HOT SPRINGS                   120"
-117.64800, 40.60400, "LEACH HOT SPRINGS                    207"
-118.72300, 39.20800, "LEE HOT SPRINGS  ALLEN SPRINGS       190"
-116.64900, 39.89300, "LITTLE HOT SPRINGS                     H"
-115.69500, 38.93700, "LITTLE WARM SPRING                    90"
-115.76700, 38.55600, "LOCKES BIG SPRING  HAY CORRAL SPR    100"
-116.32500, 36.46800, "LONGSTREET SPRING                     82"
-117.60400, 40.03500, "LOWER RANCH HOT SPRINGS              104"
-114.69200, 39.79200, "LOWER SHELLBOURNE SPRING              77"
-118.71700, 41.05200, "MACFARLANE HOT SPRING                170"
-115.89300, 36.14700, "MANSE RANCH SPRING                    75"
-117.60400, 40.08000, "MCCOY SPRINGS                        120"
-114.77900, 39.41300, "MCGILL SPRING                         84"
-117.13600, 39.02800, "MCLEOD RANCH HOT SPRING              180"
-114.73500, 41.78800, "MINERAL HOT SPRING                   140"
-119.80400, 39.48400, "MOANA SPRINGS                        199"
-114.71400, 36.71000, "MOAPA WARM SPRINGS                    90"
-114.80700, 39.66500, "MONTE NEVA HOT SPRINGS               176"
-115.18100, 38.35200, "MOON RIVER SPRING                     92"
-115.13800, 38.59400, "MOORMAN SPRING                       100"
-117.07000, 40.31300, "MOUND SPRINGS                        109"
-119.37800, 40.65300, "MUD SPRINGS                          184"
-114.71600, 36.72200, "MUDDY SPRING                          90"
-119.11600, 41.35400, "MUSTANG SPRINGS                       73"
-119.41000, 38.89900, "NEVADA (HINDS) HOT SPRINGS           144"
-119.73700, 39.15900, "NEVADA STATE PRISON SPRING            75"
-114.07100, 41.92900, "NILE SPRING                          109"
-118.26100, 41.70600, "NINEMILE SPRINGS                      79"
-116.40500, 38.53100, "OLD DUGAN RANCH HOT SPRINGS          102"
-115.98300, 36.20700, "PAHRUMP (BENNETTS) SPRING             77"
-118.86100, 41.80900, "PAINTED HILLS MINE                   131"
-114.38000, 37.80700, "PANACA SPRING                         88"
-116.31900, 36.46400, "PARENT SPRINGS                        93"
-119.11000, 39.59700, "PATUA HOT SPRINGS (FERNLEY)          187"
-117.48000, 37.82200, "PEARL HOT SPRINGS                     97"
-116.05800, 41.38500, "PETAINI SPRINGS                        W"
-117.42700, 39.55900, "PETERSONS MILL HOT SPRING              H"
-118.78800, 41.36300, "PINTO HOT SPRINGS                    199"
-116.27400, 36.40200, "POINT OF ROCKS SPRINGS  KING SPRING   91"
-116.63900, 39.08000, "POTTS RANCH HOT SPRINGS              113"
-115.08200, 38.92700, "PRESTON SPRINGS                       70"
-119.50200, 39.98000, "PYRAMID ISLAND HOT SPRING           null"
-116.15700, 40.59200, "RAINE RANCH SPRINGS                    W"
-114.75100, 40.95200, "RALPHS WARM SPRINGS                   86"
-116.38900, 37.99600, "REVEILLE MILL SPRING                  84"
-115.92100, 41.77500, "RIZZI RANCH HOT SPRING               106"
-114.44300, 36.37800, "ROGERS SPRING                         82"
-116.32600, 36.47900, "ROGERS SPRING                         82"
-117.93700, 40.87300, "ROSE CREEK SPRING                     83"
-115.62800, 41.87700, "ROWLAND HOT SPRINGS                  104"
-114.69200, 41.86700, "SAN JACINTO RANCH SPRING             148"
-115.75300, 37.74100, "SAND SPRING                           86"
-118.17100, 37.90600, "SAND SPRING                           74"
-118.42000, 39.28100, "SAND SPRINGS                           H"
-119.74200, 39.05800, "SARATOGA HOT SPRING                  122"
-116.82900, 38.25500, "SAULSBURY WARM SPRING                 86"
-114.75600, 39.45800, "SCHOOLHOUSE SPRING                    84"
-116.30800, 36.43300, "SCRUGGS SPRINGS                       86"
-114.44600, 36.56700, "SEEP                                  70"
-117.21100, 37.01600, "SEEP                                  77"
-119.78500, 41.73200, "SEEPS (HILLS WARM SPRING)             83"
-117.85400, 39.99500, "SENATOR FUMAROLES                      B"
-116.07300, 39.94300, "SHIPLEY HOT SPRING                   106"
-117.63200, 37.76100, "SILVERPEAK HOT SPRING                118"
-116.04400, 39.98800, "SIRI RANCH SPRING                     95"
-115.40900, 40.24900, "SMITH RANCH SPRINGS                  149"
-118.87600, 39.52600, "SODA LAKE                             86"
-118.10300, 38.34300, "SODA SPRINGS                         100"
-117.72500, 40.08800, "SOU (SEVEN DEVILS) HOT SPRINGS       185"
-116.71700, 38.82300, "SOUTH MOSQUITO CREEK RANCH SPRINGS    95"
-116.85800, 39.32800, "SPENCER HOT SPRINGS                  162"
-114.74200, 36.00200, "SPRING                               145"
-116.29200, 36.41400, "SPRING                                79"
-118.57000, 41.53000, "SPRING                               104"
-114.99000, 41.06600, "SPRING                                 W"
-117.64600, 40.02500, "SPRING                                83"
-117.76300, 40.99200, "SPRING                                93"
-116.80500, 40.18700, "SPRING                                72"
-119.71900, 39.85300, "SPRING                                73"
-114.66700, 39.91700, "SPRING                                83"
-119.38800, 38.95000, "SPRING                                 W"
-116.68300, 38.02700, "SPRING                                86"
-119.16500, 41.39800, "SPRING                                84"
-116.69100, 37.07400, "SPRING                                72"
-116.26300, 36.36300, "SPRING                                72"
-116.38300, 36.40400, "SPRING                                90"
-116.20600, 36.43700, "SPRING                                82"
-116.31300, 36.45000, "SPRING                                81"
-116.72900, 36.94200, "SPRING                                88"
-116.70600, 36.99900, "SPRING                                72"
-115.62300, 36.56500, "SPRING                                79"
-114.16500, 41.38600, "SPRING (HOT)                         111"
-119.22100, 41.36500, "SPRING (HOT)                         122"
-119.21600, 41.35300, "SPRING (HOT)                         127"
-114.32900, 36.48600, "SPRINGS                               77"
-116.71900, 37.02900, "SPRINGS                               75"
-116.88400, 40.12700, "SPRINGS                               72"
-119.16800, 41.33800, "SPRINGS                               79"
-119.20600, 41.32200, "SPRINGS                               75"
-119.53800, 40.83000, "SPRINGS                               84"
-119.78600, 39.06800, "SPRINGS                               90"
-119.18200, 41.37800, "SPRINGS (HOT)                        136"
-119.19200, 41.33900, "SPRINGS (HOT)                        127"
-119.18800, 41.35700, "SPRINGS (HOT)                        133"
-119.74300, 39.38800, "STEAMBOAT SPRINGS                    205"
-119.74000, 39.38000, "STEAMBOAT SPRINGS                    205"
-115.86200, 38.39800, "STORM SPRING                          99"
-115.28500, 40.58500, "SULPHUR HOT SPRINGS                  205"
-116.06900, 39.83200, "SULPHUR SPRING                        74"
-117.34900, 40.86400, "SULPHUR SPRING                         H"
-117.38800, 41.42100, "THE HOT SPRINGS                      135"
-119.67300, 40.14600, "THE NEEDLE ROCKS HOT SPRING          208"
-119.68700, 40.14100, "THE NEEDLE ROCKS HOT SPRINGS         208"
-115.86800, 39.90100, "THOMPSON RANCH SPRING                 68"
-114.98600, 41.15900, "THREEMILE SPRING  SULPHUR HOT SPR    122"
-115.52200, 38.57400, "TOM SPRING                            72"
-114.94700, 41.24300, "TWELVEMILE SPRING                    102"
-119.86200, 41.59100, "TWIN (VYA) SPRING                     71"
-114.65300, 39.80000, "UPPER SHELLBOURNE SPRING              74"
-116.46500, 38.53200, "UPPER WARM SPRING                     95"
-116.43500, 38.69800, "UPPER WARM SPRING  WARM SPRING       106"
-119.18300, 39.16100, "WABUSKA HOT SPRINGS                  201"
-119.83300, 38.98100, "WALLEYS HOT SPRINGS                  160"
-116.58800, 39.90400, "WALTI HOT SPRINGS                    162"
-114.63800, 38.63300, "WAMBOLT SPRINGS                       70"
-116.66200, 38.33900, "WARM SPRING                            W"
-115.36300, 40.78200, "WARM SPRING                            W"
-116.38800, 39.52900, "WARM SPRING                            W"
-116.37300, 38.18800, "WARM SPRINGS                         145"
-115.03500, 40.75100, "WARM SPRINGS                           W"
-114.13300, 41.35500, "WARM SPRINGS                           W"
-115.38900, 41.06400, "WARM SPRINGS                           W"
-118.84100, 41.75300, "WARM SPRINGS                         112"
-119.79100, 41.74600, "WARM SPRINGS                          73"
-118.80800, 41.93400, "WARM SPRINGS                           W"
-114.57400, 41.97100, "WARM SPRINGS                          95"
-118.19800, 38.92200, "WEDELL HOT SPRINGS                   144"
-118.80900, 41.35700, "WEST PINTO HOT SPRING                198"
-116.68900, 40.74600, "WHITE HOUSE SPRING                     W"
-115.47900, 36.17400, "WHITE ROCK SPRING                     78"
-115.77500, 41.64700, "WILD HORSE HOT SPRINGS               129"
-115.23000, 38.95200, "WILLIAMS HOT SPRING                  127"
-119.17400, 38.76800, "WILSON HOT SPRING                    183"
-114.67500, 41.41200, "WINE CUP RANCH SPRINGS               138"
-119.75800, 39.42100, "ZOLEZZI SPRING                       102"
-117.98400, 37.99300, "null                                  81"
-118.96800, 38.48900, "null                                 110"
-119.00200, 40.94800, "null                                 194"
-118.52300, 41.72200, "null                                 163"
-119.19700, 41.39700, "null                                 114"
-119.01500, 41.02200, "null                                 161"
-119.01700, 41.02900, "null                                 114"
-119.00200, 41.11200, "null                                 151"
-119.13500, 41.13700, "null                                  80"
-119.02200, 41.14700, "null                                 153"
-119.95700, 41.17500, "null                                   H"
-119.19700, 41.33200, "null                                 102"
-119.22300, 41.33400, "null                                  72"
-119.18700, 41.38300, "null                                 130"
-119.00800, 41.00300, "null                                 204"
-119.01000, 41.01300, "null                                 172"
-118.42900, 41.49600, "null                                  70"
-117.31800, 41.02900, "null                                  70"
-119.36400, 40.67400, "null                                 194"
-117.21900, 40.57800, "null                                 162"
-115.01200, 40.97300, "null                                   W"
-116.88000, 39.24200, "null                                   H"
-116.73800, 38.86000, "null                                   H"
-73.37000, 42.48000, "LEBANON SPRING                        72"
-118.28800, 43.86000, "ALTNOW HOT SPRING                      W"
-118.53300, 42.54400, "ALVORD HOT SPRINGS                   174"
-122.16700, 42.87300, "ANNIE SPRING                          77"
-119.69300, 42.50100, "ANTELOPE HOT SPRINGS                 104"
-122.00900, 45.02100, "AUSTIN HOT SPRINGS                   186"
-122.17300, 44.93600, "BAGBY HOT SPRINGS                    136"
-119.07500, 43.47700, "BAKER SPRING                          70"
-120.34500, 42.15600, "BARRY RANCH HOT SPRINGS              190"
-119.29300, 43.27200, "BASQUE SPRING                         74"
-120.33000, 42.38000, "BEAN HOT SPRING                       69"
-122.04900, 44.19300, "BELKNAP SPRINGS                      160"
-118.13600, 43.94400, "BEULAH HOT SPRINGS                   140"
-122.05800, 44.24100, "BIGELOW HOT SPRINGS                  142"
-118.23300, 45.74100, "BINGHAM SPRINGS                       93"
-118.57400, 44.35400, "BLUE MOUNTAIN HOT SPRINGS            136"
-118.60200, 42.32700, "BORAX LAKE (HOT LAKE)                 97"
-121.97500, 44.78200, "BREITENBUSH HOT SPRINGS              198"
-119.42700, 44.07300, "BRISBOIS RANCH SPRINGS                72"
-120.72500, 42.99800, "BUCKHORN CREEK SPRINGS                68"
-117.44900, 44.03300, "BULLY CREEK SPRING                    99"
-117.06100, 42.97700, "CANTERS HOT SPRING                   120"
-116.87300, 45.89100, "COOK CREEK HOT SPRING                 97"
-122.23300, 44.08300, "COUGAR RESERVOIR HOT SPRINGS         111"
-118.63800, 43.44100, "CRANE HOT SPRINGS                    172"
-119.88100, 42.22600, "CRUMP GEYSER (CRUMP SPRING)          172"
-121.62700, 42.16100, "CRYSTAL SPRING                        78"
-117.17800, 43.73900, "DEER BUTTE HOT SPRING                115"
-119.31100, 43.28100, "DOUBLE O BARNYARD SPRING              72"
-119.34000, 43.27600, "DOUBLE O SPRING                       74"
-119.01500, 43.26400, "DUNN SPRING                           70"
-121.96300, 42.43100, "EAGLE POINT SPRING                    95"
-121.20900, 43.71900, "EAST LAKE HOT SPRINGS                144"
-119.77600, 42.29700, "FISHER HOT SPRINGS                   154"
-118.04400, 44.97500, "FISHER HOT SPRINGS                    99"
-118.89800, 42.88900, "FIVEMILE SPRING (HOGHOUSE HOT SPRS)   80"
-118.38300, 42.18800, "FLAGSTAFF BUTTE HOT SPRING           126"
-122.09800, 44.15300, "FOLEY SPRINGS                        178"
-119.08100, 43.52900, "GOODMAN SPRING                        72"
-119.92700, 42.07500, "HALLINAN SPRING                      113"
-121.80100, 42.17800, "HARDBOARD SPRING                      70"
-118.73800, 45.12900, "HIDAWAY SPRINGS                      100"
-117.95800, 45.24400, "HOT LAKE SPRINGS                     176"
-117.38300, 43.30200, "HOT SPRING                           106"
-118.60200, 42.33800, "HOT SPRINGS                          207"
-121.82800, 42.17600, "HOWARD HOLIDAY                        77"
-119.25800, 43.25200, "HUGHET SPRING                         68"
-120.36800, 42.22100, "HUNTERS HOT SPRINGS                  205"
-122.74200, 42.22100, "JACKSON HOT SPRINGS                   95"
-117.45500, 44.20800, "JAMIESON HOT SPRINGS                   H"
-118.95600, 44.28000, "JOAQUIN MILLER HOT SPRINGS           104"
-119.27600, 43.26500, "JOHNSON SPRING                        72"
-117.95800, 43.79500, "JONESBORO WARM SPRING                112"
-118.06700, 43.75800, "JUNTURA WARM SPRING 1                 77"
-118.09200, 43.75700, "JUNTURA WARM SPRING 2                 95"
-121.20100, 44.86200, "KAHNEETA HOT SPRINGS                 126"
-122.37200, 43.68900, "KITSON HOT SPRINGS                   109"
-117.88500, 45.01300, "KROPP HOT SPRING                     109"
-118.65900, 45.15100, "LEHMAN SPRINGS                       142"
-120.34400, 42.16200, "LEITHEAD HOT SPRING                  162"
-118.73800, 44.37400, "LIMEKILN HOT SPRING                   70"
-120.64200, 42.93300, "LOST CABIN SPRING                     68"
-118.20200, 43.46900, "LUCE HOT SPRINGS                     145"
-122.28800, 43.70800, "MCCREDIE SPRINGS                     163"
-117.62500, 45.01800, "MEDICAL HOT SPRINGS                  140"
-118.34400, 42.67600, "MICKEY SPRINGS                       187"
-119.08100, 43.54000, "MILLPOND HOT SPRING                   79"
-117.15600, 43.76300, "MITCHELL BUTTE HOT SPRING            144"
-119.87500, 42.30700, "MOSS RANCH SPRING                     72"
-119.86700, 42.28700, "MOSS RANCH SPRINGS                    83"
-121.69700, 45.37200, "MOUNT HOOD FUMAROLES                 194"
-119.10500, 44.45100, "MOUNT VERNON HOT SPRINGS             121"
-117.46000, 44.02300, "NEAL HOT SPRINGS                     189"
-117.41700, 44.53800, "NELSON SPRING                         80"
-121.61500, 42.17400, "OLENE GAP HOT SPRINGS                165"
-121.28700, 42.11600, "OREGON HOT SPRINGS (BIG HOT SPRING)  142"
-120.79800, 42.93000, "PARDON WARM SPRING                    76"
-121.25200, 43.73200, "PAULINA SPRINGS                       70"
-117.93900, 44.92700, "RADIUM HOT SPRINGS                   135"
-119.14100, 44.89200, "RITTER HOT SPRINGS                   106"
-119.09100, 43.50100, "ROADLAND SPRING                       72"
-117.81100, 44.77900, "SAM O SPRING                          80"
-117.55000, 42.75600, "SCOTT SPRING                          68"
-118.47200, 43.79300, "SITZ WARM SPRING                       W"
-117.20300, 43.72700, "SNIVELY HOT SPRING                   170"
-117.19000, 43.70300, "SOUTH BLACK WILLOW SPRING             71"
-117.76500, 44.81300, "SPRING (HOT)                           W"
-117.59600, 43.89300, "SPRINGS                                W"
-121.22800, 44.86700, "SPRINGS                              125"
-118.30800, 43.39500, "SPRINGS (HOT)                        106"
-120.64600, 42.72500, "SUMMER LAKE HOT SPRING               109"
-121.73100, 45.29500, "SWIM WARM SPRINGS                     79"
-117.90500, 42.68800, "TUDORS SPRING                         68"
-122.36700, 43.29400, "UMPQUA HOT SPRINGS                   117"
-117.91200, 45.20600, "UNION STATION HOT SPRINGS              H"
-117.23300, 43.98200, "VALE HOT SPRINGS                     163"
-122.30900, 43.80800, "WALL CREEK WARM SPRINGS              106"
-118.45500, 45.06100, "WARM MINERAL SPRING                   83"
-120.92400, 42.04000, "WARM SPRING                           92"
-118.04700, 43.77600, "WARM SPRING                            W"
-117.80600, 45.29500, "WARM SPRING                           85"
-118.89900, 42.81500, "WARM SPRINGS                          89"
-119.63400, 43.95000, "WARM SPRINGS                          84"
-119.87700, 42.21900, "WARNER VALLEY RANCH                  198"
-119.64700, 44.00200, "WEBERG HOT SPRING                    115"
-119.70300, 45.63100, "WELL SPRING                           80"
-120.32700, 42.32500, "WHITE ROCK RANCH HOT SPRING           71"
-121.21900, 42.13300, "WILKERSONS HOT SPRING                 76"
-117.18200, 42.53300, "null                                  95"
-117.50100, 43.89300, "null                                 158"
-117.50200, 43.21500, "null                                   H"
-118.54400, 43.85800, "null                                 165"
-118.25100, 43.64600, "null                                 144"
-117.97300, 45.50100, "null                                   W"
-119.05800, 43.18500, "null                                 154"
-119.12800, 43.20000, "null                                 108"
-119.05800, 43.21000, "null                                  92"
-119.13700, 43.21300, "null                                 104"
-119.06200, 43.23800, "null                                  70"
-119.42800, 43.33800, "null                                  68"
-118.73900, 43.66300, "null                                  72"
-117.69700, 43.07300, "null                                   H"
-117.32600, 43.58900, "null                                   H"
-118.31200, 42.25300, "null                                 100"
-118.86300, 42.83700, "null                                  83"
-118.70300, 42.25400, "null                                  90"
-117.76000, 42.07900, "null                                 126"
-103.50800, 43.45200, "HOT BROOK SPRINGS                     75"
-103.48100, 43.44200, "HOT SPRINGS                           87"
-104.56200, 30.21000, "CAPOTE SPRINGS                        99"
-102.99200, 29.18200, "HOT SPRINGS                          106"
-105.31500, 30.82300, "INDIAN HOT SPRINGS                   117"
-104.60200, 30.13300, "NIXON SPRING                          90"
-105.34000, 30.86100, "RED BULL SPRING                       99"
-102.95300, 29.17800, "RIO GRANDE VILLAGE SPRING             97"
-104.59800, 30.03800, "RUIDOSA HOT SPRINGS                  113"
-104.46200, 29.78700, "SPRINGS (LAS CIENEGAS)                86"
-102.37600, 29.80500, "null                                  90"
