longitude,latitude,name
-117.32500, 33.67000, "WRENDEN HOT SPRS  ELSINORE HOT SPRS  125"
-118.47800, 35.43300, "YATES HOT SPRINGS                    100"
-120.02400, 39.92200, "ZAMBONI HOT SPRINGS                    H"
-122.28500, 38.75500, "ZIM ZIM SPRING                        70"
-116.74200, 33.54000, "null                                   W"
-117.07800, 34.12400, "null                                  90"
-120.68700, 35.64900, "null                                 108"
-121.84300, 36.33100, "null                                 114"
-118.78100, 37.66700, "null                                 127"
-118.92500, 37.65300, "null                                  72"
-120.05400, 41.20800, "null                                 109"
-120.72300, 41.36000, "null                                  81"
-120.52500, 41.46600, "null                                  72"
-120.56700, 41.54200, "null                                  81"
-122.27100, 38.32100, "null                                  83"
-122.50900, 38.35700, "null                                  70"
-122.56700, 38.38900, "null                                  73"
-122.76300, 38.77700, "null                                 120"
-122.65400, 38.95000, "null                                   W"
-122.72400, 38.96300, "null                                   W"
-122.73600, 38.98600, "null                                  95"
-119.50400, 38.62700, "null                                   W"
-119.71300, 38.77300, "null                                 149"
-122.59200, 39.02200, "null                                  81"
-122.72500, 39.20000, "null                                  90"
-120.06400, 39.98000, "null                                 108"
-122.16900, 38.10100, "null                                  73"
-121.87400, 37.89500, "null                                  70"
-119.13900, 37.41300, "null                                  95"
-119.01600, 37.83600, "null                                  97"
-119.03600, 37.94100, "null                                  91"
-119.13900, 37.98900, "null                                  72"
-118.27200, 37.26800, "null                                  84"
-118.80800, 37.60700, "null                                  73"
-118.75600, 37.63900, "null                                  86"
-118.76400, 37.65700, "null                                 120"
-121.68300, 36.25000, "null                                   W"
-120.68400, 36.64000, "null                                  75"
-119.72700, 35.36300, "null                                  93"
-117.90300, 35.94000, "null                                  80"
-118.39300, 33.80200, "null                                  77"
-117.10300, 33.86500, "null                                   W"
-107.03400, 37.74100, "ANTELOPE SPRING                       90"
-107.05400, 37.72800, "BIRDSIE WARM SPRING                   86"
-106.05600, 38.65300, "BROWNS CANYON WARM SPRING             77"
-106.07200, 38.63400, "BROWNS GROTTO WARM SPRING             73"
-105.26100, 38.43300, "CANON CITY HOT SPRINGS               104"
-107.10000, 38.27200, "CEBOLLA HOT SPRINGS                  106"
-106.82500, 38.83600, "CEMENT CREEK HOT SPRING               77"
-106.89100, 39.01200, "CONUNDRUM HOT SPRINGS                100"
-106.22600, 38.81200, "COTTONWOOD HOT SPRINGS               136"
-105.78400, 37.29400, "DEXTER SPRING                         68"
-107.10600, 39.62800, "DOTSERO WARM SPRINGS                  90"
-108.09100, 37.77100, "DUNTON HOT SPRING                    108"
-105.27700, 39.93200, "ELDORADO SPRINGS                      79"
-108.11700, 37.74700, "GEYSER WARM SPRING                    82"
-107.32200, 39.54800, "GLENWOOD SPRINGS                     124"
-105.79300, 39.01700, "HARTSEL HOT SPRINGS                  126"
-106.17800, 38.73200, "HORTENSE HOT SPRING                  181"
-106.11300, 40.07300, "HOT SULPHUR SPRINGS                  111"
-105.51200, 39.73900, "IDAHO SPRINGS                        115"
-107.95200, 40.46700, "JUNIPER HOT SPRINGS                  100"
-108.05400, 38.01400, "LEMON HOT SPRING                      91"
-106.51500, 38.51700, "LOWER WAUNITA HOT SPRINGS            167"
-105.92400, 38.16800, "MINERAL HOT SPRINGS                  140"
-106.16200, 38.73300, "MOUNT PRINCETON HOT SPRINGS          133"
-107.73600, 38.13300, "ORVIS HOT SPRING                     126"
-107.67200, 38.02100, "OURAY HOT SPRINGS                    156"
-107.01100, 37.26300, "PAGOSA SPRINGS                       136"
-108.13100, 37.75200, "PARADISE WARM SPRING                 115"
-107.22400, 39.22700, "PENNY HOT SPRINGS                    133"
-107.34400, 37.31300, "PIEDRA RIVER HOT SPRINGS             108"
-107.80300, 37.45300, "PINKERTON HOT SPRINGS                 90"
-106.07600, 38.49800, "PONCHA HOT SPRINGS                   160"
-106.94500, 37.51100, "RAINBOW HOT SPRINGS                  104"
-106.87300, 38.81600, "RANGER HOT SPRING                     81"
-106.06200, 39.16400, "RHODES WARM SPRING                    75"
-106.84900, 40.55900, "ROUTT HOT SPRINGS                    147"
-106.31700, 37.75100, "SHAW SPRINGS                          86"
-107.41200, 39.55200, "SOUTH CANYON HOT SPRINGS             118"
-106.82700, 40.48300, "STEAMBOAT SPRINGS                    102"
-106.80500, 37.03300, "STINKING SPRINGS                      81"
-105.89100, 38.47900, "SWISSVALE WARM SPRINGS                82"
-107.84600, 37.39100, "TRIMBLE HOT SPR  STRATTEN WARM SPR    97"
-107.84900, 37.40000, "TRIPP HOT SPRINGS                    111"
-106.50800, 38.51400, "UPPER WAUNITA HOT SPRINGS            176"
-105.81600, 38.19200, "VALLEY VIEW HOT SPRINGS               99"
-106.83100, 37.74700, "WAGON WHEEL GAP HOT SPRINGS          135"
-105.91000, 38.48500, "WELLSVILLE WARM SPRING                91"
-82.23300, 27.07400, "LITTLE SALT SPRING                    81"
-82.26100, 27.06000, "WARM MINERAL SPRINGS (BIG SALT SPR)   86"
-84.43800, 32.92000, "BARKER SPRING                         73"
-84.37400, 33.03700, "LIFSEY SPRING                         79"
-84.65000, 32.86200, "PARKMAN SPRING                        77"
-84.32700, 33.01800, "TAYLOR SPRING                         75"
-84.49900, 32.96400, "THUNDERING SPRING                     75"
-84.54700, 32.87300, "TOM BROWN SPRING                      68"
-84.69000, 32.89300, "WARM SPRINGS                          88"
-154.92800, 19.59300, "AKINS SPRING                          84"
-154.84700, 19.46000, "ISAAC HALE PARK SPRING                97"
-154.94300, 19.46600, "STEAM VENTS                            H"
-155.62000, 19.42100, "STEAM VENTS                            H"
-155.31100, 19.39000, "STEAM VENTS                            H"
-155.18800, 19.37300, "STEAM VENTS                            H"
-155.27700, 19.40700, "STEAM VENTS                            H"
-155.27200, 19.43400, "STEAM VENTS                            H"
-155.59800, 19.48600, "STEAM VENTS                            H"
-155.38400, 19.20100, "WAIWELAWELA POINT SPRING              90"
-154.87600, 19.49600, "WARM VAPOR                             W"
-112.00400, 43.03800, "ALKALI FLATS WARM SPRING              93"
-111.10900, 43.22700, "ALPINE WARM SPRING                    99"
-116.04500, 44.64000, "ARLING HOT SPRING                     90"
-114.14200, 42.40500, "ARTESIAN CITY HOT SPRINGS             99"
-111.45800, 44.09100, "ASHTON WARM SPRING                    79"
-115.11600, 43.81100, "ATLANTA HOT SPRINGS                  140"
-115.98500, 44.62100, "BADLEY WARM SPRING                   100"
-114.82600, 42.68800, "BANBURY HOT SPRING                   138"
-113.44900, 44.26900, "BARNEY HOT SPRINGS                    82"
-114.90800, 43.29300, "BARRONS HOT SPRING                   167"
-115.04600, 45.51200, "BARTH HOT SPRINGS                    140"
-114.81800, 44.26400, "BASIN CREEK HOT SPRING               133"
-115.56300, 43.71800, "BASSET HOT SPRING                      H"
-115.72300, 42.79700, "BAT HOT SPRING  PENCE HOT SPRING     117"
-111.92800, 42.13300, "BATTLE CREEK HOT SPRINGS             183"
-115.07000, 43.60300, "BAUMGARTNER HOT SPRING               111"
-111.26400, 42.11500, "BEAR LAKE HOT SPRINGS                118"
-115.23900, 44.44500, "BEAR VALLEY HOT SPRING                 W"
-114.17300, 44.52300, "BEARDSLEY HOT SPRINGS                109"
-116.03700, 44.46500, "BELVIDERE HOT SPRING                 111"
-114.33800, 45.30700, "BIG CREEK HOT SPRINGS                199"
-113.50400, 44.64000, "BIG EIGHTMILE CREEK WARM SPRING       91"
-114.73800, 43.70100, "BIG SMOKEY HOT SPRING                  H"
-112.69600, 44.45400, "BIG SPRING                            73"
-115.66300, 44.77000, "BILLY HOT SPRING                       H"
-111.59200, 42.92800, "BLACKFOOT RESERVOIR WARM SPRING       72"
-111.74300, 42.98600, "BLACKFOOT RIVER WARM SPRING           79"
-113.39000, 42.10700, "BLM WELL (FRAZIER HOT SPRING)        203"
-115.85600, 44.36400, "BOILING SPRINGS                      185"
-115.31400, 44.15700, "BONNEVILLE HOT SPRINGS               185"
-116.31200, 45.20100, "BOULDER CREEK SPRING                  82"
-115.28800, 43.54000, "BRIDGE HOT SPRINGS                   138"
-111.49500, 43.21000, "BROCKMAN CREEK HOT SPRING             95"
-115.48600, 43.77900, "BROWN CREEK HOT SPRING               122"
-115.74200, 42.79800, "BRUNEAU HOT SPRING                   106"
-115.71500, 42.77900, "BUCKAROO HOT SPRING                  109"
-115.76200, 44.43000, "BULL CREEK HOT SPRINGS                 H"
-115.91200, 45.27700, "BURGDORF HOT SPRINGS                 113"
-116.03100, 44.41600, "CABARTON HOT SPRING                  160"
-115.14900, 44.39800, "CAPE HORN WARM SPRINGS                95"
-116.11200, 44.58300, "CASCADE RESERVOIR HOT SPRING           H"
-114.41500, 43.56100, "CLARENDON HOT SPRINGS                126"
-111.71600, 42.33300, "CLEVELAND HOT SPRINGS                151"
-114.93900, 46.46600, "COLGATE WARM SPRINGS                 106"
-113.91800, 43.32700, "CONDIE HOT SPRINGS                   124"
-115.84200, 44.04500, "CORDER HOT SPRING                    131"
-116.30500, 44.66900, "COUNCIL MTN HOT SPRINGS              154"
-116.71000, 44.21100, "COVE CREEK HOT SPRING                131"
-116.01500, 45.43100, "COW FLATS HOT SPRING                 138"
-114.85500, 44.78500, "COX HOT SPRINGS                      131"
-115.34000, 43.12900, "COYOTE HOT SPRING                    135"
-116.74500, 44.30600, "CRANE CREEK HOT SPRINGS              198"
-114.01600, 44.72000, "CRONKS CANYON HOT SPRING             115"
-115.29500, 44.51600, "DAGGER CREEK HOT SPRING              110"
-115.82900, 44.05100, "DAN HODGES HOT SPRING                140"
-115.81900, 44.06000, "DANSKIN CREEK HOT SPRING             106"
-115.84100, 44.38200, "DASH CREEK HOT SPRINGS               138"
-116.05200, 44.09200, "DEER HOT SPRINGS                     176"
-115.70300, 44.71700, "DOLLAR CREEK WARM SPRING              68"
-115.85100, 44.04400, "DONLAY RANCH HOT SPRING              131"
-112.08500, 42.38800, "DOWNATA HOT SPRINGS                  109"
-113.63200, 42.10200, "DURFEE SPRING                        102"
-115.43400, 43.78900, "DUTCH FRANK HOT SPRING               149"
-114.53900, 43.77900, "EASLEY HOT SPRINGS                   100"
-114.62700, 43.42300, "ELK CREEK HOT SPRING                 126"
-114.88500, 44.24500, "ELKHORN HOT SPRING                   136"
-111.71500, 43.66000, "ELKHORN WARM SPRING                   72"
-116.75400, 44.53100, "FAIRCHILD HOT SPRING                 126"
-111.41400, 43.42300, "FALL CREEK MINERAL SPRINGS            77"
-114.56300, 44.89600, "FORGE CREEK HOT SPRINGS                H"
-114.65200, 44.66100, "FOSTER RANCH HOT SPRINGS             135"
-116.70700, 43.41400, "GIVENS HOT SPRINGS                   117"
-115.82000, 44.40000, "GOAT HOT SPRINGS                       H"
-115.94300, 44.67600, "GOLD FORK HOT SPRING                 127"
-113.92900, 44.90500, "GOLDBUG HOT SPRING                   113"
-115.16700, 44.16000, "GRANDJEAN HOT SPRING                   H"
-115.40100, 43.80300, "GRANITE CREEK HOT SPRING             131"
-113.56400, 42.08500, "GRAPE CREEK WARM SPRING               72"
-115.83400, 44.39200, "GROUND HOG HOT SPRINGS               100"
-114.41000, 43.68400, "GUYER HOT SPRINGS                    158"
-114.35400, 43.50600, "HAILEY HOT SPRINGS                   131"
-115.55300, 44.07700, "HAVEN LODGE HOT SPRING               147"
-111.68700, 43.64400, "HEISE HOT SPRINGS                    120"
-111.55600, 42.91100, "HENRY WARM SPRING                     86"
-116.39600, 43.83100, "HIGHLAND LAND CO WARM SPRING          73"
-115.69600, 44.84700, "HOLDOVER HOT SPRING                  117"
-114.46300, 45.50300, "HORSE CREEK HOT SPRINGS              109"
-114.79000, 44.83600, "HOSPITAL HOT SPRING                  115"
-115.50500, 44.90000, "HOT CREEK WARM SPRING                 97"
-115.90700, 44.05400, "HOT SPRING CAMPGROUND                124"
-115.51800, 43.15500, "HOT SPRINGS                          158"
-114.85900, 42.69200, "HOT SULPHUR (MIRACLE HOT) SPRINGS    131"
-114.92900, 43.04700, "HOT SULPHUR LAKE                      81"
-115.73900, 42.76200, "INDIAN BATHTUB HOT SPRINGS            99"
-115.12900, 44.79900, "INDIAN CREEK HOT SPRING              190"
-115.65000, 42.33300, "INDIAN HOT SPRINGS                   160"
-112.87200, 42.72500, "INDIAN SPRINGS                        90"
-114.87200, 46.46300, "JERRY JOHNSON HOT SPRINGS            118"
-116.73200, 44.49500, "KEITHLY WARM SPRING                   86"
-112.43600, 42.33900, "KENT WARM SPRING                      75"
-115.54300, 44.07200, "KIRKHAM HOT SPRINGS                  149"
-116.20300, 44.97100, "KRIGBAUM HOT SPRINGS                 109"
-115.21500, 44.83100, "KWISKWIS HOT SPRING                  156"
-113.10700, 42.62500, "LAKE WALCOTT HOT SPRING               70"
-116.63000, 44.58600, "LAKEY HOT SPRING                     158"
-115.30500, 43.11600, "LATTY HOT SPRING                     144"
-112.00800, 42.62100, "LAVA HOT SPRINGS                     113"
-115.04600, 43.81700, "LEGGIT CREEK HOT SPRING                H"
-115.82600, 45.07000, "LICK CREEK WARM SPRING                91"
-112.55400, 44.14500, "LIDY HOT SPRINGS                     124"
-114.94800, 43.60500, "LIGHTFOOT HOT SPRINGS                133"
-114.08800, 44.38200, "LITTLE ANTELOPE FLAT WARM SPRING      93"
-115.60400, 43.72400, "LOFTUS HOT SPRING                    129"
-116.36800, 42.86500, "LOWER BIRCH SPRING                    77"
-114.49900, 43.97400, "LOWER BOWERY HOT SPRING              129"
-115.72500, 42.76700, "LOWER INDIAN BATHTUB HOT SPRINGS     108"
-114.80600, 44.79900, "LOWER LOON CREEK HOT SPRING          120"
-114.50400, 42.01300, "MAGIC HOT SPRINGS                    109"
-114.39900, 43.32800, "MAGIC HOT SPRINGS                    163"
-112.23900, 42.17300, "MALAD WARM SPRING                     77"
-111.70700, 42.30800, "MAPLE GROVE HOT SPRINGS              172"
-113.52300, 42.44700, "MARSH CREEK HOT SPRING               104"
-113.51100, 42.44900, "MARSH GULLY HOT SPRINGS              106"
-115.02100, 46.00600, "MARTEN HOT SPRINGS                     H"
-115.12300, 44.81300, "MIDDLE FORK INDIAN CREEK HOT SPRING  162"
-113.77900, 43.36300, "MILFORD SWEAT HOT SPRING             111"
-115.69300, 44.64200, "MOLLYS HOT SPRING                    138"
-115.98800, 43.58800, "MORES CREEK HOT SPRING                 H"
-114.83800, 44.26000, "MORMON BEND HOT SPRING               100"
-114.70400, 44.95100, "MORMON RANCH WARM SPRING               H"
-114.82900, 43.25500, "MORMON RESERVOIR WARM SPRING           W"
-111.72600, 42.37400, "MOUND VALLEY WARM SPRING               W"
-115.36300, 42.03200, "MURPHY HOT SPRINGS                   126"
-114.50900, 42.33700, "NAT-SOO-PAH WARM SPRING               97"
-115.57100, 43.75500, "NINEMEYER HOT SPRINGS                169"
-113.86100, 42.17300, "OAKLEY HOT SPRING                    118"
-117.07100, 44.35400, "OLD HOMESTEAD WARM SPRING              W"
-114.73400, 44.65200, "OWEN CABIN HOT SPRING                133"
-114.46300, 45.34400, "OWL CREEK HOT SPRINGS                122"
-115.26700, 43.55300, "PARADISE HOT SPRINGS                 126"
-111.37800, 42.42600, "PESCADERO WARM SPRING                 79"
-114.80000, 43.99000, "PIERSON HOT SPRINGS                  109"
-111.43500, 43.79100, "PINCOCK (GREEN CANYON) HOT SPRINGS   111"
-115.68500, 44.06200, "PINE FLAT HOT SPRINGS                138"
-115.20700, 44.72100, "PISTOL CREEK HOT SPRINGS             115"
-112.34800, 42.15600, "PLEASANTVIEW WARM SPRINGS             77"
-114.89200, 42.63700, "POISON SPRINGS                         H"
-115.56000, 43.76000, "POOL CREEK HOT SPRING                108"
-111.98300, 42.78100, "PORTNEUF RIVER WARM SPRING            93"
-114.83000, 43.57600, "PREIS HOT SPRING                     106"
-112.22600, 42.02500, "PRICES WARM SPRING                    77"
-114.70700, 46.23500, "PROSPECTOR HOT SPRINGS                 H"
-115.19200, 43.83100, "QUEENS RIVER HOT SPRING                H"
-115.66400, 43.60500, "RATTLESNAKE HOT SPRING               133"
-115.19800, 45.78800, "RED RIVER HOT SPRINGS                131"
-113.44600, 42.28600, "RICE SPRING  WARD SPRING              72"
-116.17200, 45.41600, "RIGGINS HOT SPRINGS                  106"
-114.67600, 44.24700, "ROBINSON BAR HOT SPRINGS             131"
-112.90600, 42.54500, "ROCKLAND WARM SPRINGS                100"
-115.89100, 44.25300, "ROCKY CANYON HOT SPRINGS             120"
-114.86500, 44.10100, "ROSALYS WARM SPRING                  106"
-116.35300, 43.95100, "ROYSTONE HOT SPRINGS                 151"
-114.93700, 45.85200, "RUNNING WARM SPRINGS                 106"
-113.88400, 43.36700, "RUSH WARM SPRING                      72"
-114.58500, 43.80500, "RUSSIAN JOHN HOT SPRING              100"
-115.17700, 44.16000, "SACAJAWEA HOT SPRINGS                153"
-114.85600, 42.70400, "SALMON FALLS HOT SPRING              153"
-113.83600, 45.09500, "SALMON HOT SPRING                    113"
-113.58800, 42.24000, "SEARS SPRING                          84"
-115.80700, 45.17000, "SECESH HOT SPRING                      H"
-113.60500, 45.01300, "SHARKEY HOT SPRING                   126"
-115.65800, 43.69600, "SHEEP CREEK BRIDGE HOT SPRING        142"
-115.56100, 45.03500, "SHEEP CREEK HOT SPRING               136"
-115.19700, 44.62800, "SHEEPEATER HOT SPRINGS                 H"
-114.60100, 44.62800, "SHOWER BATH SPRINGS                  122"
-115.80200, 44.33000, "SILVER CREEK HOT SPRING              102"
-114.81600, 43.64700, "SKILLERN HOT SPRINGS                 140"
-114.62400, 44.17100, "SLATE CREEK HOT SPRING               122"
-115.61700, 43.72000, "SMITH CABIN HOT SPRING               138"
-114.61600, 45.04200, "SNOWSHOE JOHNSONS HOT SPRING         108"
-111.60400, 42.65700, "SODA SPRINGS                          82"
-115.69700, 44.63200, "SOUTH FORK PLUNGE                    129"
-111.92800, 42.11900, "SQUAW HOT SPRINGS                    163"
-114.92900, 44.22400, "STANLEY HOT SPRING                   106"
-115.25800, 46.31600, "STANLEY HOT SPRINGS                  120"
-116.44200, 44.85300, "STARKEY HOT SPRINGS                  131"
-111.64300, 42.65500, "STEAMBOAT HOT SPRING                  88"
-116.29600, 45.15200, "STINKY WARM SPRING                    88"
-115.44400, 43.78800, "STRAIGHT CREEK HOT SPRING            144"
-115.09000, 46.13800, "STUART HOT SPRINGS                     H"
-114.44300, 44.25400, "SULLIVAN HOT SPRINGS                 106"
-115.07200, 44.58500, "SULPHUR CREEK HOT SPRING               H"
-115.30100, 44.55400, "SULPHUR CREEK HOT SPRING               H"
-114.74800, 44.26800, "SUNBEAM HOT SPRINGS                  169"
-115.01800, 44.73300, "SUNFLOWER FLAT HOT SPRING            109"
-114.99300, 44.73000, "SUNFLOWER HOT SPRINGS                149"
-116.32500, 43.97200, "SWEET WARM SPRING                     68"
-112.45800, 42.95700, "TADPOLE WARM SPRING                   68"
-111.18900, 43.60700, "TAYLOR SPRINGS                        68"
-115.72200, 44.91400, "TEAPOT HOT SPRING                    142"
-116.20800, 43.67700, "TERTELING HOT SPRINGS                106"
-115.01000, 44.72100, "THOMAS CREEK RANCH HOT SPRING        138"
-116.33200, 43.16100, "THOMAS FLATS WARM SPRING              75"
-114.23700, 42.01500, "THOROUGHBRED WARM SPRINGS             69"
-115.30800, 43.50000, "TOWNE CREEK WARM SPRING               75"
-115.74900, 44.62600, "TRAIL CREEK HOT SPRING               122"
-111.72600, 42.33700, "TREASURETON HOT SPRINGS               95"
-114.98800, 43.03800, "TSCHANNE HOT SPRING                  109"
-115.69600, 43.67100, "TWIN SPRINGS                         151"
-114.73900, 44.64500, "UPPER LOON CREEK HOT SPRINGS         145"
-115.58300, 43.73800, "VAUGHN HOT SPRING                    154"
-115.69500, 44.56800, "VULCAN HOT SPRINGS                   190"
-114.93100, 43.38300, "WARDROP HOT SPRING                   147"
-114.48700, 43.64100, "WARFIELD HOT SPRING                  124"
-115.67100, 44.63900, "WARM LAKE SPRINGS                      W"
-115.86300, 43.81600, "WARM SPRINGS                         108"
-112.63900, 44.25700, "WARM SPRINGS                          84"
-115.99300, 44.15400, "WARM SPRINGS CREEK HOT SPRINGS       167"
-115.32700, 43.82300, "WEATHERBY HOT SPRING                 113"
-115.03500, 46.46400, "WEIR CREEK HOT SPRINGS               117"
-117.04200, 44.30600, "WEISER WARM SPRINGS                   72"
-114.48600, 43.98200, "WEST PASS HOT SPRING                 124"
-114.95200, 43.04900, "WHITE ARROW HOT SPRING               145"
-116.23100, 44.67900, "WHITE LICKS HOT SPRING               140"
-113.36300, 44.61200, "WHITTAKER WARM SPRINGS                75"
-115.13000, 43.63700, "WILLOW CREEK HOT SPRING              131"
-111.69500, 43.02100, "WILSON LAKE WARM SPRING               86"
-115.04400, 43.33500, "WOLF HOT SPRING                      113"
-112.24600, 42.05600, "WOODRUFF HOT SPRING                   81"
-114.79800, 43.56300, "WORSWICK HOT SPRINGS                 180"
-112.16700, 43.11400, "YANDELL SPRINGS                       90"
-116.29100, 45.03900, "ZIMS RESORT HOT SPRINGS              144"
-73.20000, 42.73500, "SAND SPRING                           75"
-111.98200, 46.44800, "ALHAMBRA HOT SPRINGS                 138"
-112.90300, 46.10600, "ANACONDA HOT SPRINGS                  72"
-110.14200, 45.55300, "ANDERSON SPRINGS                      77"
-111.89200, 44.70400, "ANDERSONS PASTURE SPRINGS             82"
-112.69200, 45.42000, "APEX WARM SPRING                      77"
-112.55500, 46.61000, "AVON WARM SPRING                      79"
-110.66700, 45.03200, "BEAR CREEK SPRINGS                    72"
-113.32000, 46.71700, "BEARMOUTH WARM SPRING 1               68"
-113.30600, 46.71800, "BEARMOUTH WARM SPRING 2               68"
-112.45200, 45.39200, "BEAVERHEAD ROCK SPRING                81"
-111.56500, 46.35500, "BEDFORD HOT SPRINGS                   74"
-114.38200, 45.69800, "BLUE JOINT HOT SPRING 1               84"
-114.36500, 45.69700, "BLUE JOINT HOT SPRINGS 2              84"
-112.09400, 46.19800, "BOULDER HOT SPRINGS                  169"
-111.18600, 45.66000, "BOZEMAN HOT SPRINGS                  131"
-110.97600, 45.70800, "BRIDGER CANYON WARM SPRING            70"
-112.10800, 46.59600, "BROADWATER (HELENA) HOT SPRINGS      151"
-109.47100, 47.21700, "BROOKS WARM SPRING                    68"
-112.75100, 45.10500, "BROWNS SPRINGS                        75"
-114.66300, 47.60700, "CAMAS HOT SPRINGS                    113"
-110.57100, 45.60800, "CARTER BRIDGE WARM SPRINGS            82"
-110.69100, 45.33700, "CHICO HOT SPRINGS                    113"
-112.88600, 46.33400, "DEERLODGE PRISON RANCH SPRINGS        79"
-108.88300, 46.79500, "DURFEE CREEK SPRINGS                  70"
-113.10900, 45.45800, "ELKHORN HOT SPRINGS                  118"
-111.72600, 45.36700, "ENNIS HOT SPRINGS                    181"
-113.93800, 45.75000, "GALLOGLY SPRING                      100"
-112.77600, 46.60700, "GARRISON WARM SPRINGS                 77"
-114.64800, 47.45100, "GREEN SPRINGS                         79"
-112.81100, 46.04400, "GREGSON HOT SPRINGS                  158"
-110.25600, 45.75700, "HUNTERS HOT SPRINGS                  140"
-113.40300, 45.36800, "JARDINE HOT SPRING                   140"
-110.77400, 45.09000, "LADUKE (CORWIN) HOT SPRING           154"
-108.65600, 47.87600, "LANDUSKY SPRINGS                      70"
-108.39500, 47.97100, "LITTLE WARM SPRINGS                   73"
-108.44500, 47.99400, "LODGEPOLE (BIG WARM) SPRINGS          79"
-114.53300, 46.72800, "LOLO HOT SPRINGS  GRANITE SPRINGS    111"
-112.71400, 45.11100, "LOVELLS HOT SPRING                    72"
-112.84400, 45.02700, "MCMENOMEY RANCH SPRING                68"
-112.85500, 47.63200, "MEDICINE (SUN RIVER) SPRINGS          86"
-114.03800, 45.84100, "MEDICINE HOT SPRINGS                 117"
-112.47500, 45.46200, "NEW BILTMORE HOT SPRINGS             127"
-113.45200, 46.70400, "NIMROD SPRINGS                        70"
-111.68300, 45.57500, "NORRIS HOT SPRINGS                   127"
-112.23300, 45.89600, "PIPESTONE HOT SPRINGS                135"
-111.89900, 45.59000, "POTOSI HOT SPRINGS                   122"
-111.90000, 45.60200, "POTOSI WARM SPRINGS                  124"
-112.15300, 45.17100, "PULLER HOT SPRINGS                   111"
-114.78900, 47.33000, "QUINNS HOT SPRINGS                   109"
-112.12600, 45.79200, "RENOVA HOT SPRINGS                   122"
-112.29500, 45.68500, "SILVER STAR HOT SPRINGS              163"
-114.00400, 46.10600, "SLEEPING CHILD HOT SPRINGS           122"
-111.64900, 44.76900, "SLOAN COW CAMP SPRING                 86"
-111.87800, 44.70100, "STAUDENMEYER SPRINGS                  82"
-108.59800, 47.84300, "THE (LANDUSKY) PLUNGE                 77"
-112.13500, 45.23500, "TRUDAU WARM SPRINGS                   73"
-111.95300, 45.03700, "VIGILANTE SPRING                      75"
-112.79400, 46.17800, "WARM SPRINGS (STATE HOSPITAL)        172"
-111.64900, 44.78500, "WEST FORK SWIMMING HOLE               79"
-110.90300, 46.54700, "WHITE SULPHUR SPRINGS                136"
-111.61300, 44.98400, "WOLF CREEK HOT SPRINGS               154"
-82.82600, 35.89700, "HOT SPRINGS                          108"
-108.80000, 33.83100, "(UPPER) FRISCO HOT SPRING             98"
-107.13300, 35.06000, "ALAMOS SPRING                         72"
-108.35800, 32.88400, "ALLEN SPRINGS                         78"
-108.12800, 32.64400, "APACHE TEJO WARM SPRING               97"
-108.50100, 33.89800, "ARAGON SPRINGS                        70"
-108.40800, 32.82100, "ASH SPRING                            72"
-106.45400, 34.99500, "CLEAR WATER SPRING                    69"
-106.93900, 34.04900, "COOK SPRING                           70"
-107.27600, 32.79500, "DERRY WARM SPRINGS                    92"
-107.08500, 34.90300, "EL OJO ESCONDIDO                      73"
-107.99400, 32.55400, "FAYWOOD HOT SPRINGS                  129"
-109.02500, 33.70800, "FRIEBORN CANYON SPRING                92"
-108.20900, 33.19900, "GILA HOT SPRINGS                     151"
-109.04700, 32.83000, "GOAT CAMP SPRING                      69"
-108.88000, 33.23700, "HOT SPRINGS                            H"
-104.48900, 32.45500, "INDIAN BIG SPRING                     79"
-106.75300, 35.59200, "INDIAN SPRINGS                       123"
-106.69000, 35.77200, "JEMEZ SPRINGS                        169"
-108.02700, 32.56200, "KENNECOTT WARM SPRINGS                 W"
-107.09100, 34.83300, "LAGUNA PUEBLO SEEPS                   82"
-107.08800, 34.85400, "LAGUNA PUEBLO SPRINGS                 80"
-108.18000, 33.19200, "LYONS HUNTING LODGE HOT SPRINGS      126"
-105.72200, 36.50800, "MANBY HOT SPRINGS                    100"
-108.51200, 32.84300, "MANGAS SPRINGS                        81"
-106.62700, 35.82000, "MCCAULEY HOT SPRINGS                  99"
-107.83600, 32.74800, "MIMBRES HOT SPRINGS                  136"
-105.29000, 35.65300, "MONTEZUMA  HOT SPRINGS               138"
-104.41100, 32.24800, "MOSLEY SPRING                         68"
-106.98000, 34.11600, "OJITOS SPRINGS                        68"
-107.59300, 33.57200, "OJO CALIENTE                          83"
-106.05300, 36.30500, "OJO CALIENTE (ARSENIC SPRING)        111"
-106.77700, 34.03200, "OJO DE LAS CANAS                      79"
-106.86000, 35.60100, "PHILLIPS SPRINGS                      70"
-105.60600, 36.32400, "PONCE DE LEON SPRINGS                 93"
-106.92600, 32.50100, "RADIUM SPRINGS                       127"
-108.95100, 34.91200, "RAINBOW SPRING                        71"
-106.64600, 35.93800, "SAN ANTONIO HOT SPRING               129"
-106.56000, 35.97200, "SAN ANTONIO WARM SPRING              101"
-108.88000, 33.24400, "SAN FRANCISCO HOT SPRINGS            120"
-106.85400, 35.54000, "SAN YSIDRO HOT SPRINGS                85"
-106.82700, 35.54800, "SAN YSIDRO WARM SPRINGS               68"
-106.94000, 34.03800, "SOCORRO SPRING  SEDILLO SPRING        93"
-106.68500, 35.79300, "SODA DAM HOT SPRINGS                 117"
-107.19000, 32.60600, "SOUSE SPRINGS                         88"
